13002376.000;11501383.000;2256734.000;
13002376.000;11501383.000;90.000;
13002376.000;11501383.000;9179.000;
13002376.000;11501383.000;917980.000;
13002376.000;11501383.000;3242102.000;
13002376.000;11501383.000;0.000;
11.000;9.000;90.000;
1225.000;944.000;9172.000;
122607.000;94459.000;917301.000;
12260742.000;9445976.000;3174148.000;
-19466340.000;14759439.000;0.000;
37.000;14759439.000;91.000;
3824.000;14759439.000;9274.000;
382433.000;14759439.000;927494.000;
-4706264.000;14759439.000;4193504.000;
0.000;14759439.000;0.000;
9.000;17.000;88.000;
909.000;1773.000;8821.000;
90966.000;177366.000;882190.000;
9096679.000;17736688.000;-336943.000;
7724855.000;2548427.000;0.000;
7724855.000;9.000;85.000;
7724855.000;988.000;8582.000;
7724855.000;98876.000;858291.000;
7724855.000;98876.000;86.000;
7724855.000;98876.000;8693.000;
7724855.000;98876.000;91.000;
7724855.000;98876.000;9192.000;
7724855.000;98876.000;919339.000;
7724855.000;98876.000;3378019.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;93.000;
7724855.000;98876.000;9418.000;
7724855.000;98876.000;941878.000;
7724855.000;98876.000;5631916.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;89.000;
7724855.000;98876.000;8992.000;
7724855.000;98876.000;899292.000;
7724855.000;98876.000;1373294.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9043.000;
7724855.000;98876.000;904389.000;
7724855.000;98876.000;1882972.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;91.000;
7724855.000;98876.000;9247.000;
7724855.000;98876.000;924776.000;
7724855.000;98876.000;3921678.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9112.000;
7724855.000;98876.000;911298.000;
7724855.000;98876.000;2573868.000;
7724855.000;98876.000;0.000;
0
7724855.000;98876.000;90.000;
7724855.000;98876.000;9066.000;
7724855.000;98876.000;906767.000;
7724855.000;98876.000;2120825.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9179.000;
7724855.000;98876.000;917980.000;
7724855.000;98876.000;3242102.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9152.000;
7724855.000;98876.000;915262.000;
7724855.000;98876.000;2970276.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9103.000;
7724855.000;98876.000;910392.000;
7724855.000;98876.000;2483259.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9168.000;
7724855.000;98876.000;916961.000;
7724855.000;98876.000;3140174.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9142.000;
7724855.000;98876.000;914356.000;
7724855.000;98876.000;2879668.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9121.000;
7724855.000;98876.000;912204.000;
7724855.000;98876.000;2664477.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9136.000;
7724855.000;98876.000;913677.000;
7724855.000;98876.000;2811713.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9138.000;
7724855.000;98876.000;913903.000;
7724855.000;98876.000;2834367.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9120.000;
7724855.000;98876.000;912091.000;
7724855.000;98876.000;2653150.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9140.000;
7724855.000;98876.000;914016.000;
7724855.000;98876.000;2845694.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9163.000;
7724855.000;98876.000;916394.000;
7724855.000;98876.000;3083539.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9171.000;
7724855.000;98876.000;917188.000;
7724855.000;98876.000;3162821.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9133.000;
7724855.000;98876.000;913450.000;
7724855.000;98876.000;2789059.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9136.000;
7724855.000;98876.000;913677.000;
7724855.000;98876.000;2811713.000;
7724855.000;98876.000;0.000;
0
7724855.000;98876.000;90.000;
7724855.000;98876.000;9170.000;
7724855.000;98876.000;917074.000;
7724855.000;98876.000;3151494.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9153.000;
7724855.000;98876.000;915376.000;
7724855.000;98876.000;2981603.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9122.000;
7724855.000;98876.000;912317.000;
7724855.000;98876.000;2675804.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9128.000;
7724855.000;98876.000;912883.000;
7724855.000;98876.000;2732431.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9137.000;
7724855.000;98876.000;913790.000;
7724855.000;98876.000;2823040.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9140.000;
7724855.000;98876.000;914016.000;
7724855.000;98876.000;2845694.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9138.000;
7724855.000;98876.000;913903.000;
7724855.000;98876.000;2834367.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9167.000;
7724855.000;98876.000;916848.000;
7724855.000;98876.000;3128847.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9176.000;
7724855.000;98876.000;917640.000;
7724855.000;98876.000;3208129.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9178.000;
7724855.000;98876.000;917867.000;
7724855.000;98876.000;3230783.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9164.000;
7724855.000;98876.000;916508.000;
7724855.000;98876.000;3094866.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9167.000;
7724855.000;98876.000;916735.000;
7724855.000;98876.000;3117520.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9158.000;
7724855.000;98876.000;915942.000;
7724855.000;98876.000;3038238.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9145.000;
7724855.000;98876.000;914582.000;
7724855.000;98876.000;2902322.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9115.000;
7724855.000;98876.000;911637.000;
7724855.000;98876.000;2607842.000;
7724855.000;98876.000;0.000;
0
7724855.000;98876.000;90.000;
7724855.000;98876.000;9101.000;
7724855.000;98876.000;910166.000;
7724855.000;98876.000;2460598.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9103.000;
7724855.000;98876.000;910392.000;
7724855.000;98876.000;2483259.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9044.000;
7724855.000;98876.000;904502.000;
7724855.000;98876.000;1894299.000;
7724855.000;98876.000;89.000;
7724855.000;98876.000;8948.000;
7724855.000;98876.000;894988.000;
7724855.000;98876.000;942905.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9153.000;
7724855.000;98876.000;915376.000;
7724855.000;98876.000;2981603.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;91.000;
7724855.000;98876.000;9207.000;
7724855.000;98876.000;920812.000;
7724855.000;98876.000;3525255.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9161.000;
7724855.000;98876.000;916168.000;
7724855.000;98876.000;3060885.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9145.000;
7724855.000;98876.000;914582.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9180.000;
7724855.000;98876.000;91.000;
7724855.000;98876.000;9193.000;
7724855.000;98876.000;919452.000;
7724855.000;98876.000;3389346.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;91.000;
7724855.000;98876.000;9214.000;
7724855.000;98876.000;921492.000;
7724855.000;98876.000;3593217.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;91.000;
7724855.000;98876.000;9192.000;
7724855.000;98876.000;919339.000;
7724855.000;98876.000;3378019.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9064.000;
7724855.000;98876.000;906541.000;
7724855.000;98876.000;2098163.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;89.000;
7724855.000;98876.000;8992.000;
7724855.000;98876.000;899292.000;
7724855.000;98876.000;1373294.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;89.000;
7724855.000;98876.000;8963.000;
7724855.000;98876.000;896461.000;
7724855.000;98876.000;1090141.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9003.000;
7724855.000;98876.000;900425.000;
7724855.000;98876.000;1486564.000;
7724855.000;98876.000;0.000;
0
7724855.000;98876.000;89.000;
7724855.000;98876.000;8983.000;
7724855.000;98876.000;898386.000;
7724855.000;98876.000;1282693.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;89.000;
7724855.000;98876.000;8947.000;
7724855.000;98876.000;894762.000;
7724855.000;98876.000;920258.000;
7724855.000;98876.000;89.000;
7724855.000;98876.000;89.000;
7724855.000;98876.000;8984.000;
7724855.000;98876.000;898499.000;
7724855.000;98876.000;1294020.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;90.000;
7724855.000;98876.000;9090.000;
7724855.000;98876.000;909146.000;
7724855.000;98876.000;2358670.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;102.000;
7724855.000;98876.000;10235.000;
7724855.000;98876.000;1023653.000;
7724855.000;98876.000;13809372.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;93.000;
7724855.000;98876.000;9410.000;
7724855.000;98876.000;941086.000;
7724855.000;98876.000;5552634.000;
7724855.000;98876.000;0.000;
7724855.000;98876.000;88.000;
7724855.000;98876.000;8900.000;
7724855.000;98876.000;890118.000;
7724855.000;98876.000;455880.000;
7724855.000;98876.000;0.000;
18.000;24.000;91.000;
1870.000;2429.000;9229.000;
187096.000;242944.000;922964.000;
18709718.000;-19983504.000;3740461.000;
-18813770.000;0.000;0.000;
60.000;13.000;91.000;
6047.000;1483.000;9207.000;
604797.000;148371.000;920812.000;
17530060.000;14837206.000;3525255.000;
0.000;-21731796.000;0.000;
81.000;18.000;96.000;
8189.000;1938.000;9685.000;
818920.000;193902.000;968608.000;
-4007251.000;19390304.000;8304875.000;
0.000;-9202220.000;0.000;
61.000;-9202220.000;97.000;
6123.000;-9202220.000;9773.000;
612377.000;-9202220.000;977442.000;
18288120.000;-9202220.000;9188308.000;
18288120.000;-9202220.000;96.000;
156.000;12.000;97.000;
15743.000;1311.000;9751.000;
1574442.000;131175.000;975177.000;
-19667782.000;13117675.000;8961790.000;
0.000;-19672322.000;0.000;
19.000;-19672322.000;90.000;
1955.000;-19672322.000;9123.000;
195601.000;-19672322.000;912431.000;
19560196.000;-19672322.000;2687123.000;
7786928.000;-19672322.000;0.000;
7786928.000;16.000;104.000;
7786928.000;1712.000;10562.000;
7786928.000;171363.000;1056272.000;
7786928.000;17136406.000;17071292.000;
7786928.000;-13201904.000;0.000;
7786928.000;-13201904.000;101.000;
7786928.000;-13201904.000;10197.000;
7786928.000;-13201904.000;1019802.000;
7786928.000;-13201904.000;13424283.000;
7786928.000;-13201904.000;0.000;
0
21.000;-13201904.000;103.000;
2189.000;-13201904.000;10397.000;
219046.000;-13201904.000;1039736.000;
21904700.000;-13201904.000;15417681.000;
0.000;-13201904.000;0.000;
37.000;-13201904.000;89.000;
3783.000;-13201904.000;8978.000;
378404.000;-13201904.000;897933.000;
-6437474.000;-13201904.000;1237385.000;
0.000;-13201904.000;0.000;
47.000;12.000;90.000;
4822.000;1332.000;9099.000;
55.000;12.000;91.000;
5616.000;1331.000;9276.000;
561661.000;133154.000;927720.000;
51.000;133154.000;103.000;
5194.000;133154.000;10402.000;
519528.000;133154.000;1040302.000;
7674855.000;133154.000;15474308.000;
0.000;133154.000;0.000;
46.000;133154.000;104.000;
4692.000;133154.000;10490.000;
469353.000;133154.000;1049024.000;
2657391.000;133154.000;16346421.000;
0.000;133154.000;0.000;
49.000;15.000;122.000;
4958.000;1613.000;12339.000;
495856.000;161388.000;1233979.000;
5307700.000;16138915.000;-9436060.000;
0.000;-18196052.000;0.000;
30.000;9.000;108.000;
3128.000;1013.000;10946.000;
312940.000;101403.000;1094668.000;
-12983966.000;10140381.000;20910844.000;
0.000;-16754058.000;0.000;
25.000;9.000;105.000;
2674.000;963.000;10587.000;
267409.000;96459.000;1058764.000;
-17537064.000;9645995.000;17320464.000;
27.000;9.000;96.000;
25.000;15.000;84.000;
2667.000;1553.000;8507.000;
266842.000;155346.000;850817.000;
-17593694.000;15534667.000;-3474279.000;
0.000;7278589.000;0.000;
0.000;7278589.000;68.000;
0.000;7278589.000;6956.000;
0.000;7278589.000;695762.000;
0.000;7278589.000;-18979724.000;
0.000;7278589.000;0.000;
11.000;7278589.000;67.000;
1222.000;7278589.000;6808.000;
122277.000;7278589.000;680925.000;
12227782.000;7278589.000;-20463444.000;
20187460.000;7278589.000;0.000;
39.000;10.000;68.000;
4010.000;1084.000;6905.000;
401110.000;108503.000;690665.000;
-2838588.000;10850414.000;-19489404.000;
0.000;-21908848.000;0.000;
54.000;12.000;65.000;
5507.000;1362.000;6617.000;
550744.000;136252.000;661783.000;
12124790.000;13625312.000;21900452.000;
0.000;-10087207.000;0.000;
75.000;26.000;65.000;
7569.000;2744.000;6603.000;
756957.000;274544.000;660425.000;
-10203549.000;-16823518.000;21764544.000;
0.000;0.000;0.000;
80.000;34.000;70.000;
8073.000;3459.000;7073.000;
807384.000;346011.000;707428.000;
-5160821.000;-9676743.000;-17813132.000;
80.000;38.000;79.000;
0
80.000;40.000;90.000;
8092.000;4108.000;9053.000;
809362.000;410911.000;905409.000;
-4963065.000;-3186882.000;1984908.000;
0.000;0.000;0.000;
74.000;31.000;91.000;
7479.000;3164.000;9270.000;
747948.000;316564.000;927041.000;
-11104421.000;-12621532.000;4148196.000;
0.000;0.000;0.000;
52.000;27.000;87.000;
5259.000;2859.000;8730.000;
526024.000;285983.000;873016.000;
9652864.000;-15679581.000;-1254356.000;
0.000;0.000;0.000;
20.000;11.000;76.000;
2155.000;1132.000;7629.000;
215550.000;113374.000;763039.000;
-21394496.000;11337437.000;-12252015.000;
0.000;-17484578.000;0.000;
0.000;-17484578.000;67.000;
0.000;-17484578.000;6858.000;
0.000;-17484578.000;685908.000;
0.000;-17484578.000;-19965092.000;
0.000;-17484578.000;0.000;
36.000;-17484578.000;65.000;
3630.000;-17484578.000;6662.000;
363114.000;-17484578.000;666314.000;
-7966498.000;-17484578.000;-21924516.000;
0.000;-17484578.000;0.000;
46.000;-17484578.000;69.000;
4652.000;-17484578.000;6984.000;
59.000;12.000;73.000;
6002.000;1265.000;7401.000;
600283.000;126562.000;740160.000;
74.000;17.000;76.000;
7444.000;1755.000;7643.000;
744578.000;175561.000;764398.000;
-14098169.000;17556152.000;-12116098.000;
0.000;-5321308.000;0.000;
90.000;21.000;77.000;
9054.000;2242.000;7729.000;
905522.000;224340.000;773006.000;
1996235.000;-20515590.000;-11255319.000;
0.000;0.000;0.000;
91.000;20.000;77.000;
9244.000;2082.000;7809.000;
924436.000;208300.000;781047.000;
3887690.000;20830078.000;-10451161.000;
0.000;0.000;0.000;
64.000;16.000;87.000;
6482.000;1671.000;8745.000;
648306.000;167211.000;874601.000;
20552648.000;16721191.000;-1095793.000;
0.000;-2918115.000;0.000;
42.000;14.000;92.000;
4354.000;1460.000;9359.000;
435488.000;146117.000;935989.000;
25.000;10.000;99.000;
2556.000;1113.000;9978.000;
2556.000;1113.000;106.000;
2556.000;1113.000;10748.000;
2556.000;1113.000;1074847.000;
2556.000;1113.000;18928772.000;
2556.000;1113.000;0.000;
43.000;12.000;124.000;
4403.000;1384.000;12451.000;
440441.000;138518.000;1245192.000;
1094516.000;13851835.000;-8314775.000;
0.000;12565150.000;0.000;
58.000;25.000;129.000;
5868.000;2597.000;13062.000;
586889.000;259707.000;1306239.000;
15739294.000;-18307240.000;-2210007.000;
0.000;0.000;0.000;
0
69.000;39.000;135.000;
6981.000;4006.000;13602.000;
698180.000;400717.000;1360265.000;
-16081233.000;-4206231.000;3192561.000;
0.000;0.000;0.000;
66.000;38.000;132.000;
6745.000;3808.000;13359.000;
674559.000;380896.000;1336027.000;
-18443288.000;-6188298.000;768773.000;
0.000;0.000;0.000;
54.000;20.000;120.000;
5544.000;2063.000;12112.000;
554479.000;206361.000;1211327.000;
12498326.000;20636174.000;-11701277.000;
0.000;0.000;0.000;
40.000;9.000;108.000;
4103.000;1006.000;10912.000;
410338.000;100688.000;1091270.000;
18.000;100688.000;91.000;
1948.000;100688.000;9273.000;
1948.000;100688.000;74.000;
1948.000;100688.000;7458.000;
1948.000;100688.000;745937.000;
1948.000;100688.000;-13962260.000;
1948.000;100688.000;0.000;
25.000;100688.000;52.000;
2634.000;100688.000;5324.000;
263444.000;100688.000;532553.000;
-17933476.000;100688.000;8977365.000;
0.000;100688.000;0.000;
38.000;10.000;49.000;
3852.000;1083.000;4978.000;
385314.000;108434.000;497895.000;
-5746582.000;10843506.000;5511575.000;
0.000;10608819.000;0.000;
50.000;11.000;51.000;
5064.000;1238.000;5205.000;
506503.000;123925.000;520547.000;
6372357.000;12392577.000;7776791.000;
0.000;-6282736.000;0.000;
52.000;14.000;53.000;
5355.000;1492.000;5385.000;
535611.000;149303.000;538556.000;
9283165.000;14930420.000;9577645.000;
0.000;-10196556.000;0.000;
45.000;13.000;61.000;
4560.000;1389.000;6129.000;
456102.000;138976.000;612968.000;
1332238.000;13897704.000;17018896.000;
0.000;15380961.000;0.000;
39.000;9.000;64.000;
4050.000;1051.000;6582.000;
405134.000;105138.000;658386.000;
-3764511.000;10513916.000;21560672.000;
0.000;20599426.000;0.000;
23.000;20599426.000;76.000;
2333.000;20599426.000;7628.000;
233430.000;20599426.000;762926.000;
-20934898.000;20599426.000;-12263342.000;
0.000;20599426.000;0.000;
15.000;20599426.000;76.000;
1661.000;20599426.000;7674.000;
166267.000;20599426.000;767456.000;
16626731.000;20599426.000;-11810298.000;
12.000;20599426.000;104.000;
24.000;20599426.000;72.000;
2443.000;20599426.000;7316.000;
244416.000;20599426.000;731779.000;
-19836262.000;20599426.000;-15378017.000;
0.000;20599426.000;0.000;
19.000;12.000;92.000;
2016.000;1288.000;9360.000;
201708.000;128891.000;936102.000;
20170900.000;12889115.000;5054283.000;
0.000;4849130.000;0.000;
0
115.000;39.000;347.000;
11593.000;4045.000;34797.000;
1159387.000;404568.000;3479834.000;
-12910298.000;-3821142.000;-6240654.000;
0.000;0.000;0.000;
0.000;0.000;61.000;
0.000;0.000;6185.000;
0.000;0.000;618632.000;
0.000;0.000;17585210.000;
0.000;0.000;0.000;
0.000;0.000;68.000;
0.000;0.000;6901.000;
0.000;0.000;690212.000;
0.000;0.000;-19534704.000;
0.000;0.000;0.000;
0.000;24.000;77.000;
0.000;2434.000;7856.000;
0.000;243511.000;785691.000;
0.000;-19926872.000;-9986791.000;
0.000;0.000;0.000;
0.000;20.000;83.000;
0.000;2074.000;8421.000;
0.000;207493.000;842208.000;
0.000;20749436.000;-4335058.000;
0.000;11.000;94.000;
0.000;11.000;110.000;
0.000;1240.000;11080.000;
0.000;124035.000;1108032.000;
0.000;12403564.000;-22030694.000;
0.000;-5184074.000;0.000;
0.000;9.000;94.000;
0.000;998.000;9476.000;
0.000;99864.000;947768.000;
0.000;9986571.000;6220876.000;
0.000;10814686.000;0.000;
0.000;10814686.000;85.000;
0.000;10814686.000;8572.000;
0.000;10814686.000;857273.000;
0.000;10814686.000;-2828692.000;
0.000;10814686.000;0.000;
0.000;9.000;88.000;
0.000;1012.000;8834.000;
0.000;101254.000;883549.000;
0.000;10125543.000;-201033.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;88.000;
0.000;-5839988.000;8873.000;
0.000;-5839988.000;887400.000;
0.000;-5839988.000;184054.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;93.000;
0.000;-5839988.000;9412.000;
0.000;-5839988.000;941312.000;
0.000;-5839988.000;5575288.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;92.000;
0.000;-5839988.000;9342.000;
0.000;-5839988.000;934290.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9126.000;
0.000;-5839988.000;89.000;
0.000;-5839988.000;8992.000;
0.000;-5839988.000;899292.000;
0.000;-5839988.000;1373294.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;91.000;
0.000;-5839988.000;9189.000;
0.000;-5839988.000;919000.000;
0.000;-5839988.000;3344038.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;92.000;
0.000;-5839988.000;9282.000;
0.000;-5839988.000;928287.000;
0.000;-5839988.000;4272779.000;
0.000;-5839988.000;0.000;
0
0.000;-5839988.000;91.000;
0.000;-5839988.000;9205.000;
0.000;-5839988.000;920585.000;
0.000;-5839988.000;3502609.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9094.000;
0.000;-5839988.000;909486.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9042.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9074.000;
0.000;-5839988.000;907447.000;
0.000;-5839988.000;2188779.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9140.000;
0.000;-5839988.000;914016.000;
0.000;-5839988.000;2845694.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9106.000;
0.000;-5839988.000;910732.000;
0.000;-5839988.000;2517233.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9036.000;
0.000;-5839988.000;903710.000;
0.000;-5839988.000;1815018.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9052.000;
0.000;-5839988.000;905296.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9080.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9101.000;
0.000;-5839988.000;910166.000;
0.000;-5839988.000;2460598.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9076.000;
0.000;-5839988.000;907674.000;
0.000;-5839988.000;2211433.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9075.000;
0.000;-5839988.000;907560.000;
0.000;-5839988.000;2200106.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9105.000;
0.000;-5839988.000;910619.000;
0.000;-5839988.000;2505906.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9109.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9116.000;
0.000;-5839988.000;911751.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9133.000;
0.000;-5839988.000;913450.000;
0.000;-5839988.000;2789059.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9183.000;
0.000;-5839988.000;918434.000;
0.000;-5839988.000;3287410.000;
0.000;-5839988.000;0.000;
4
0.000;-5839988.000;91.000;
0.000;-5839988.000;9205.000;
0.000;-5839988.000;920585.000;
0.000;-5839988.000;3502609.000;
0.000;-5839988.000;91.000;
0.000;-5839988.000;91.000;
0.000;-5839988.000;9213.000;
0.000;-5839988.000;921379.000;
0.000;-5839988.000;3581890.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;91.000;
0.000;-5839988.000;9193.000;
0.000;-5839988.000;919452.000;
0.000;-5839988.000;3389346.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9181.000;
0.000;-5839988.000;918207.000;
0.000;-5839988.000;3264756.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9151.000;
0.000;-5839988.000;915149.000;
0.000;-5839988.000;2958957.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9120.000;
0.000;-5839988.000;912091.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9111.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9084.000;
0.000;-5839988.000;908467.000;
0.000;-5839988.000;2290715.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9066.000;
0.000;-5839988.000;906767.000;
0.000;-5839988.000;2120825.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9064.000;
0.000;-5839988.000;906428.000;
0.000;-5839988.000;2086844.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9073.000;
0.000;-5839988.000;907334.000;
0.000;-5839988.000;2177452.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9081.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9104.000;
0.000;-5839988.000;910505.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9122.000;
0.000;-5839988.000;912317.000;
0.000;-5839988.000;2675804.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9166.000;
0.000;-5839988.000;916622.000;
0.000;-5839988.000;3106193.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9172.000;
0.000;-5839988.000;917301.000;
0.000;-5839988.000;3174148.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;91.000;
0.000;-5839988.000;9189.000;
0.000;-5839988.000;919000.000;
0.000;-5839988.000;3344038.000;
0.000;-5839988.000;0.000;
0
0.000;-5839988.000;91.000;
0.000;-5839988.000;9194.000;
0.000;-5839988.000;919566.000;
0.000;-5839988.000;3400673.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9184.000;
0.000;-5839988.000;918547.000;
0.000;-5839988.000;3298737.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9177.000;
0.000;-5839988.000;917754.000;
0.000;-5839988.000;3219456.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9174.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9162.000;
0.000;-5839988.000;916281.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9145.000;
0.000;-5839988.000;914582.000;
0.000;-5839988.000;2902322.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9106.000;
0.000;-5839988.000;910732.000;
0.000;-5839988.000;2517233.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9103.000;
0.000;-5839988.000;910392.000;
0.000;-5839988.000;2483259.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9112.000;
0.000;-5839988.000;911298.000;
0.000;-5839988.000;2573868.000;
0.000;-5839988.000;0.000;
0.000;-5839988.000;90.000;
0.000;-5839988.000;9104.000;
0.000;-5839988.000;910505.000;
0.000;-5839988.000;2494586.000;
